evaluation_sample,comparison_id,candidate_id,reference_id,block_id,experiment_arm,primary_atomic,evaluation_checkpoint,metric,better_direction,paired_months,mean_candidate_minus_reference,median_candidate_minus_reference,bootstrap_lower,bootstrap_upper,bootstrap_probability_candidate_better,mean_block_benefit,block_benefit_lower,block_benefit_upper,bootstrap_probability_block_beneficial,centered_two_sided_p_value,block_length_months,calendar_segments,replications,random_seed,candidate_publication_role,reference_publication_role
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,180,-0.05082248546377917,-0.009442491595009928,-0.1326164404452054,0.011345075847379205,0.9364,0.05082248546377917,-0.01134507584737922,0.13261644044520532,0.9364,0.16096780643871225,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,180,-2.3535906685830863,-2.2560212387856255,-2.5346354483624642,-2.170313399031573,1.0,2.3535906685830863,2.170313399031573,2.5346354483624642,1.0,0.0001999600079984003,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,180,-7.567538513130683e-06,0.0,-2.270261553939205e-05,0.0,0.6946,7.567538513130683e-06,-0.0,2.270261553939205e-05,0.6946,0.37252549490101977,12,2,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,after_employment_situation,hard_quadrant_correct,higher,183,0.01092896174863388,0.0,-0.01092896174863388,0.03825136612021858,0.711,0.01092896174863388,-0.01092896174863388,0.03825136612021858,0.711,0.4379124175164967,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,after_employment_situation,hard_quadrant_correct,higher,183,0.00546448087431694,0.0,0.0,0.01639344262295082,0.634,0.00546448087431694,0.0,0.01639344262295082,0.634,0.44931013797240554,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,after_employment_situation,hard_quadrant_correct,higher,183,0.17486338797814208,0.0,0.08196721311475409,0.273224043715847,0.9998,0.17486338797814208,0.08196721311475409,0.273224043715847,0.9998,0.0003999200159968006,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,after_employment_situation,hard_quadrant_correct,higher,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,after_employment_situation,quadrant_brier_distance_to_exact_score_map,lower,183,-8.22055228999733e-05,0.0,-0.00033825416245927695,0.00012014113740969356,0.7402,8.22055228999733e-05,-0.00012014113740969366,0.0003382541624592768,0.7402,0.49610077984403117,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,after_employment_situation,quadrant_brier_distance_to_exact_score_map,lower,183,-7.752154672616562e-05,0.0,-0.000268901205936818,2.6315304366362003e-05,0.712,7.752154672616562e-05,-2.631530436636202e-05,0.0002689012059368178,0.712,0.5032993401319736,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,after_employment_situation,quadrant_brier_distance_to_exact_score_map,lower,183,-0.04872982326533413,-0.01537666268533748,-0.06932857572616218,-0.03086575062206598,1.0,0.04872982326533413,0.030865750622065972,0.06932857572616218,1.0,0.0001999600079984003,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,after_employment_situation,quadrant_brier_distance_to_exact_score_map,lower,183,-1.8494708675108425e-07,0.0,-5.548412602532528e-07,0.0,0.639,1.8494708675108425e-07,-0.0,5.548412602532528e-07,0.639,0.6170765846830634,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.00027122463503256335,0.0,-0.0007760532281721425,0.00015402922906025858,0.8752,0.00027122463503256335,-0.00015402922906025866,0.0007760532281721424,0.8752,0.2579484103179364,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.0001572627324912002,0.0,-0.0005309158759600446,5.293982649693331e-05,0.7156,0.0001572627324912002,-5.293982649693332e-05,0.0005309158759600445,0.7156,0.5008998200359928,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.1017393484460751,-0.03485365026844578,-0.1440458204672823,-0.06369499651142181,1.0,0.1017393484460751,0.0636949965114218,0.14404582046728226,1.0,0.0001999600079984003,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,after_employment_situation,quadrant_cross_entropy_to_exact_score_map,lower,183,-3.4104789223929266e-07,0.0,-1.023143676717878e-06,0.0,0.6514,3.4104789223929266e-07,-0.0,1.023143676717878e-06,0.6514,0.26874625074985004,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,after_employment_situation,score_center_negative_log_predictive_density,lower,183,-0.05291541256399495,-2.220446049250313e-16,-0.16565213681971752,0.01116266880210873,0.9672,0.05291541256399495,-0.011162668802108746,0.16565213681971752,0.9672,0.13717256548690263,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,after_employment_situation,score_center_negative_log_predictive_density,lower,183,-0.0008483023411926101,0.0,-0.002678607336224489,0.00014580493722325647,0.7808,0.0008483023411926101,-0.0001458049372232565,0.0026786073362244887,0.7808,0.38452309538092383,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,after_employment_situation,score_center_negative_log_predictive_density,lower,183,-19.312865657720643,-0.8788659312184546,-57.04041018316078,-0.1915822932897613,0.997,19.312865657720643,0.191582293289761,57.04041018316078,0.997,0.08078384323135374,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,after_employment_situation,score_center_negative_log_predictive_density,lower,183,2.4249178630065674e-06,0.0,0.0,7.274753589019702e-06,0.0,-2.4249178630065674e-06,-7.274753589019702e-06,0.0,0.0,0.5652869426114777,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,-0.060109289617486336,0.0,-0.11475409836065574,-0.01639344262295082,0.002,-0.060109289617486336,-0.11475409836065574,-0.01639344262295082,0.002,0.021395720855828835,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,-0.00546448087431694,0.0,-0.03825136612021858,0.0273224043715847,0.3046,-0.00546448087431694,-0.03825136612021858,0.0273224043715847,0.3046,0.7368526294741051,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,0.4207650273224044,0.0,0.3114754098360656,0.5355191256830601,1.0,0.4207650273224044,0.3114754098360656,0.5355191256830601,1.0,0.0001999600079984003,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,after_midmonth_defining_releases,hard_quadrant_correct,higher,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,-0.0005891570345741665,-0.0001341288632606668,-0.002595937147652394,0.0016841362432175563,0.7168,0.0005891570345741665,-0.0016841362432175571,0.0025959371476523933,0.7168,0.5822835432913417,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,-0.000757984608047172,-2.165801081430987e-05,-0.0025335473273847314,0.0010022183665003655,0.814,0.000757984608047172,-0.0010022183665003663,0.002533547327384731,0.814,0.3847230553889222,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,-0.11823380300973511,-0.06239524248615996,-0.15495674403730852,-0.08327293214448608,1.0,0.11823380300973511,0.08327293214448608,0.15495674403730852,1.0,0.0001999600079984003,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,after_midmonth_defining_releases,quadrant_brier_distance_to_exact_score_map,lower,183,-8.579795288273779e-08,0.0,-3.116994803687307e-07,5.430562172051732e-08,0.6384,8.579795288273779e-08,-5.430562172051732e-08,3.116994803687307e-07,0.6384,0.47390521895620874,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.002462939351393785,-0.00037281328937033287,-0.006721725593045574,0.0026064637073994943,0.848,0.002462939351393785,-0.002606463707399498,0.006721725593045571,0.848,0.3011397720455909,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.002887738361789062,-0.0001291608847792114,-0.00769684483435436,0.001561363061310399,0.9014,0.002887738361789062,-0.0015613630613104024,0.007696844834354356,0.9014,0.20735852829434112,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.23964884399737144,-0.1326804206247898,-0.30380438400389925,-0.17287345276567487,1.0,0.23964884399737144,0.17287345276567487,0.3038043840038992,1.0,0.0001999600079984003,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,after_midmonth_defining_releases,quadrant_cross_entropy_to_exact_score_map,lower,183,-2.8342882069250634e-07,0.0,-9.906685542275067e-07,1.4038209214998763e-07,0.6488,2.8342882069250634e-07,-1.4038209214998763e-07,9.906685542275067e-07,0.6488,0.4819036192761448,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,-0.13305235516181127,-0.029118992913505393,-0.25478675425383235,-0.04364592680271239,1.0,0.13305235516181127,0.04364592680271234,0.25478675425383207,1.0,0.018196360727854428,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,-0.04679220171309142,-0.008603262219784469,-0.11965994381634952,0.01795364380479194,0.9198,0.04679220171309142,-0.017953643804792006,0.11965994381634949,0.9198,0.17476504699060189,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,-21.21826817083923,-2.247852268874543,-60.36065554872364,-0.9270290927596728,0.9994,21.21826817083923,0.9270290927596719,60.36065554872364,0.9994,0.07258548290341932,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,183,-2.989712213663873e-06,0.0,-8.969136640991619e-06,0.0,0.6678,2.989712213663873e-06,-0.0,8.969136640991619e-06,0.6678,0.5298940211957609,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,before_any_defining_release,hard_quadrant_correct,higher,183,0.01639344262295082,0.0,-0.01092896174863388,0.04918032786885246,0.8018,0.01639344262295082,-0.01092896174863388,0.04918032786885246,0.8018,0.3121375724855029,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,before_any_defining_release,hard_quadrant_correct,higher,183,0.00546448087431694,0.0,0.0,0.01639344262295082,0.6498,0.00546448087431694,0.0,0.01639344262295082,0.6498,0.4427114577084583,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,before_any_defining_release,hard_quadrant_correct,higher,183,0.01639344262295082,0.0,-0.0273224043715847,0.060109289617486336,0.73,0.01639344262295082,-0.0273224043715847,0.060109289617486336,0.73,0.4573085382923415,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,before_any_defining_release,hard_quadrant_correct,higher,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,-5.0603416770799516e-05,0.0,-0.0014693760742081562,0.0010102276292539574,0.4972,5.0603416770799516e-05,-0.0010102276292539574,0.0014693760742081558,0.4972,0.9414117176564687,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,-0.00011777924100894572,0.0,-0.00039204166279021576,3.710829498981695e-05,0.7618,0.00011777924100894572,-3.710829498981695e-05,0.00039204166279021576,0.7618,0.4385122975404919,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,0.0008602506422171855,0.0,-0.0016350848453454438,0.003267866712738971,0.253,-0.0008602506422171855,-0.003267866712738971,0.001635084845345443,0.253,0.49610077984403117,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,183,-1.3989581261541213e-06,0.0,-4.1968743784623635e-06,0.0,0.6512,1.3989581261541213e-06,-0.0,4.1968743784623635e-06,0.6512,0.610877824435113,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.0012598533456983781,0.0,-0.004919674460173838,0.0010497192939790158,0.7296,0.0012598533456983781,-0.0010497192939790167,0.004919674460173837,0.7296,0.48150369926014797,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.00024016439610876226,0.0,-0.0007828582275463747,7.224339538188597e-05,0.7642,0.00024016439610876226,-7.224339538188601e-05,0.0007828582275463747,0.7642,0.4321135772845431,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,0.0004179205373026565,0.0,-0.005078284949193547,0.00581800572496392,0.4282,-0.0004179205373026565,-0.005818005724963921,0.0050782849491935456,0.4282,0.8778244351129774,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,183,-2.6267419394874907e-06,0.0,-7.880225818462471e-06,0.0,0.6354,2.6267419394874907e-06,-0.0,7.880225818462471e-06,0.6354,0.22835432913417317,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-0.06671225447767623,-4.440892098500626e-16,-0.2097274838522418,0.03346767260975761,0.9646,0.06671225447767623,-0.03346767260975767,0.20972748385224177,0.9646,0.14657068586282743,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-0.000914887065494343,0.0,-0.002914602325374551,0.0001595971053657767,0.7798,0.000914887065494343,-0.0001595971053657767,0.0029146023253745503,0.7798,0.4039192161567686,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-0.06741541713508543,-8.881784197001252e-16,-0.20465280837749397,0.027123698563293164,0.9624,0.06741541713508543,-0.027123698563293594,0.20465280837749394,0.9624,0.14397120575884823,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,before_any_defining_release,score_center_negative_log_predictive_density,lower,183,-5.914612223038207e-07,0.0,-1.7743836669114618e-06,0.0,0.644,5.914612223038207e-07,-0.0,1.7743836669114618e-06,0.644,0.42651469706058787,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,strict_pre_final_score_day,hard_quadrant_correct,higher,183,-0.08743169398907104,0.0,-0.15846994535519127,-0.0273224043715847,0.0,-0.08743169398907104,-0.15846994535519127,-0.0273224043715847,0.0,0.007598480303939212,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,strict_pre_final_score_day,hard_quadrant_correct,higher,183,-0.02185792349726776,0.0,-0.060109289617486336,0.01639344262295082,0.1036,-0.02185792349726776,-0.060109289617486336,0.01639344262295082,0.1036,0.2731453709258148,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,strict_pre_final_score_day,hard_quadrant_correct,higher,183,0.3879781420765027,0.0,0.2677595628415301,0.5027322404371585,1.0,0.3879781420765027,0.2677595628415301,0.5027322404371585,1.0,0.0001999600079984003,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,strict_pre_final_score_day,hard_quadrant_correct,higher,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,-0.0002942391474415968,-0.00019293976595337984,-0.0025638893281311995,0.002407465960267176,0.6118,0.0002942391474415968,-0.0024074659602671767,0.0025638893281311995,0.6118,0.8166366726654669,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,-0.0012033923821668678,-7.903040550492077e-05,-0.003304707307816634,0.0006592425870983546,0.8904,0.0012033923821668678,-0.0006592425870983546,0.0033047073078166325,0.8904,0.23315336932613479,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,-0.11746320746839735,-0.061675231321693905,-0.15467909441342886,-0.08216856876219805,1.0,0.11746320746839735,0.08216856876219805,0.15467909441342886,1.0,0.0001999600079984003,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,183,-4.5364428491892773e-07,0.0,-1.3609328547567832e-06,0.0,0.671,4.5364428491892773e-07,-0.0,1.3609328547567832e-06,0.671,0.41271745650869823,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.0022552079311074667,-0.0006665766484291735,-0.006741210008337462,0.003125009709188748,0.8212,0.0022552079311074667,-0.00312500970918875,0.006741210008337457,0.8212,0.36052789442111577,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.004160271418364057,-0.00023793583344344782,-0.0093697775876401,0.0004927554447670065,0.9554,0.004160271418364057,-0.0004927554447670095,0.0093697775876401,0.9554,0.09778044391121776,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,-0.2384614827435936,-0.1326804206247898,-0.3094832902093568,-0.17119646303576783,1.0,0.2384614827435936,0.17119646303576777,0.3094832902093568,1.0,0.0001999600079984003,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,183,-1.0432731553980222e-06,0.0,-3.129819466194067e-06,0.0,0.6752,1.0432731553980222e-06,-0.0,3.129819466194067e-06,0.6752,0.20975804839032194,12,1,5000,20260722,sensitivity,baseline
full_sample,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,183,-0.17048319368045856,-0.041093933936402705,-0.3211962468386409,-0.05927659282460205,1.0,0.17048319368045856,0.059276592824602035,0.32119624683864084,1.0,0.015396920615876825,12,1,5000,20260722,baseline,major_benchmark
full_sample,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,183,-0.05603409882159755,-0.009654035748763778,-0.14147200056060363,0.006365085438445784,0.9556,0.05603409882159755,-0.006365085438445823,0.14147200056060363,0.9556,0.1247750449910018,12,1,5000,20260722,baseline,major_benchmark
